"location"	"n"	"trt_p"	"trt_eff"	"pre_p"	"pre_eff"	"intercept"	"singular"	"r2m"	"r2c"	"message"	"cont_est"	"cort_est"	"cont_min_cort"	"trt_q"	"pre_q"	"sig"	"contig"	"start"	"end"
"45"	"Contig1_87090_87090"	10	2.37560580441571e-05	2.18244087871992	0.636495396900853	-0.102618055940397	-0.370735803159063	FALSE	0.773968232824312	0.846724438817709	NA	0.408363237555195	0.859567821824919	-0.451204584269724	0.00403660567324212	0.560674693528082	"yes"	"Contig1"	"87090"	"87090"
"1025"	"Contig1106_398939_398939"	12	9.84636763535725e-05	-2.80685631222411	0.77773203466567	-0.0732571054374268	0.204603190312267	FALSE	0.803533298830001	0.915918695254494	NA	0.550973099885846	0.0689935539444841	0.481979545941362	0.0146465350163178	0.604165398550714	"yes"	"Contig1106"	"398939"	"398939"
"1219"	"Contig1106_1351538_1351538"	16	6.01807240833498e-05	-2.18649158516204	0.148999346473619	0.398558927932724	-0.185885223393116	FALSE	0.616711653732614	0.922821157743701	NA	0.453662044877083	0.0853035017477872	0.368358543129296	0.00966807501462074	0.290396123626301	"yes"	"Contig1106"	"1351538"	"1351538"
"1917"	"Contig11284_177264_177264"	23	0.000359212756873844	-1.71646537785816	0.513401370610044	-0.162917392942213	2.38795735200431	FALSE	0.445187375530388	0.943147354862918	NA	0.915904369693622	0.661837156632869	0.254067213060753	0.0431240190644781	0.513911138476788	"yes"	"Contig11284"	"177264"	"177264"
"2200"	"Contig115_49377_49377"	17	6.34645891034825e-06	-1.94102737691166	0.0635542062013562	0.417454964380591	0.0566700530205233	FALSE	0.72398927531599	0.903950508892836	NA	0.514163722897673	0.131889183539552	0.382274539358121	0.00112602341621776	0.184842869403401	"yes"	"Contig115"	"49377"	"49377"
"2863"	"Contig11756_320870_320870"	17	7.11436871803499e-05	-2.99840707754399	0.0138161844630637	0.744326267383158	4.02553719396426	FALSE	0.825778904065665	0.938099770192983	NA	0.982459337411872	0.736359130866515	0.246100206545356	0.011185241008815	0.0720779378492758	"yes"	"Contig11756"	"320870"	"320870"
"3502"	"Contig11980_187185_187185"	21	0.000189198666766233	1.11439394265662	0.0102513236967871	-0.381893494966933	-0.910836209938201	FALSE	0.516658548338011	0.76018852540579	NA	0.286828753312048	0.55071443809422	-0.263885684782173	0.0254835263515318	0.059268959782668	"yes"	"Contig11980"	"187185"	"187185"
"3512"	"Contig11993_11797_11797"	18	3.65037400990384e-07	2.59320738040399	0.0244214920497904	0.449169392284858	-3.7017977463562	FALSE	0.830916844722132	0.96528318281244	NA	0.0240847298364383	0.248133781311491	-0.224049051475052	6.77603597547655e-05	0.103804665327467	"yes"	"Contig11993"	"11797"	"11797"
"3671"	"Contig1203_57279_57279"	34	0.000123888618263617	0.869742146758837	0.0146158914441246	0.260801057050765	1.16865419031517	FALSE	0.518840445838835	0.909987230978462	NA	0.762901668156942	0.884769871935335	-0.121868203778393	0.0174864789006886	0.0746291926193077	"yes"	"Contig1203"	"57279"	"57279"
"3740"	"Contig1203_95392_95392"	15	0.000291558907561196	-1.20788791143069	0.542666987610384	0.103493265933264	0.514673946518681	FALSE	0.546361936676926	0.727149873660055	NA	0.625901515867069	0.333318492531402	0.292583023335668	0.0369076321827837	0.525452687032109	"yes"	"Contig1203"	"95392"	"95392"
"5372"	"Contig13017_61828_61828"	18	0.000332404753276263	1.12072950711608	0.874054337334273	0.0254482294680318	-0.163591797328237	FALSE	0.502444392415945	0.740837816516164	NA	0.459193017412491	0.722548361105522	-0.263355343693031	0.0407924717212386	0.628892565703395	"yes"	"Contig13017"	"61828"	"61828"
"5948"	"Contig13403_35609_35609"	12	0.000169777679269748	4.09317533313322	0.00556375769418164	1.50550267335419	-2.81285067127729	FALSE	0.773994978377448	0.960527045631974	NA	0.0566336873215177	0.782505035985921	-0.725871348664403	0.0230787630525664	0.0387029855619781	"yes"	"Contig13403"	"35609"	"35609"
"6329"	"Contig1377_505465_505465"	18	9.97100919406151e-05	-1.05258299619013	0.00275633449662845	0.389721774194076	1.16434266387018	FALSE	0.612737852347581	0.715341675311907	NA	0.762120903764112	0.527910871880554	0.234210031883558	0.0147346577129725	0.0231047257614087	"yes"	"Contig1377"	"505465"	"505465"
"6492"	"Contig1387_271690_271690"	14	0.000405843790505649	1.2832234509276	0.595389022229345	-0.0966393842107874	0.523426831011637	FALSE	0.621117300702176	0.766758984661227	NA	0.627948724243541	0.858956543002692	-0.231007818759151	0.0478126631370263	0.545788073950713	"yes"	"Contig1387"	"271690"	"271690"
"6601"	"Contig14020_922_922"	31	0.000336074499012094	-0.859928993894149	0.00499255074218027	-0.327975619672965	1.92657932668533	FALSE	0.522299422941795	0.712651574892166	NA	0.872870319442535	0.743959379998144	0.128910939444392	0.0411285742332121	0.0357970544674867	"yes"	"Contig14020"	"922"	"922"
"6976"	"Contig14481_22148_22148"	15	0.000322907769366043	-1.57168399697395	0.9799403640358	-0.00549029035795131	0.793222268010112	FALSE	0.534742042330144	0.839538124181497	NA	0.688522794906267	0.314651513345291	0.373871281560975	0.0398483886381807	0.654474322552625	"yes"	"Contig14481"	"22148"	"22148"
